Flight_ID,Airline,Source,Destination,Date_of_Journey,Dep_Time,Duration,Total_Stops,Class,Days_Left,Price,Distance_km
4078,SpiceJet,Delhi,cochin,11/01/2025,2:30,2h 31m,1 Stop,Economy,20.0,14962.84,2100
4079,AIR INDIA,Mumbai,Cochin,2025-02-15,6:15,4h 3m,1 Stop,Biz,48.0,20127.2,860
4080,AIR INDIA,Kolkata,cochin,13/04/2025,4:00,,Non Stop,Biz,12.0,37739.51,1900
4081,Air India,Banglore,Bangalore,02/04/2025,11:30,0h 51m,Non Stop,BUSINESS,12.0,24077.22,1030
4082,AIR INDIA,Banglore,Mumbai,17-Nov-2025,13:30,8h 11m,2 stops,Business,21.0,19248.87,840
4083,,Kolkata,HYDERABAD,04/03/2025,12:00,1h 23m,Non Stop,Biz,46.0,22707.75,1190
4084,AirAsia,Banglore,Cochin,2025-11-04,11:00,4h 44m,non-stop,BUSINESS,33.0,6872.9,360
4085,AIR INDIA,Mumbai,Cochin,26-Feb-2025,19:30,0h 31m,non-stop,BUSINESS,6.0,20530.81,860
4086,Air India,delhi,Hyderabad,24-Sep-2025,10:00,4h 8m,non-stop,BUSINESS,21.0,28389.18,1260
4087,AirAsia,Kolkata,Hyderabad,2025-03-06,13:00,0h 44m,Non Stop,BUSINESS,53.0,21638.28,1190
4088,Spice Jet,Delhi,HYDERABAD,04/03/2025,6:00,1h 12m,,Biz,59.0,22135.28,1260
4089,Spice Jet,Hyderabad,Chennai,03-Mar-2025,3:00,7h 7m,,Eco,43.0,4314.11,515
4090,GoAir,MUMBAI,HYDERABAD,16/07/2025,1:30,3h 12m,non-stop,,29.0,4385.11,620
4091,indigo,Kolkata,HYDERABAD,2025-03-31,7:15,4h 21m,Non Stop,Eco,27.0,7676.7,1190
4092,AirAsia,Banglore,Kolkata,15-Dec-2025,19:45,1h 16m,1 stop,Eco,52.0,8883.65,1560
4093,indigo,delhi,HYDERABAD,01/13/2025,6:30,3h 1m,,Biz,45.0,25084.5,1260
4094,,Hyderabad,Cochin,25/11/2025,15:15,3h 15m,Non Stop,Business,38.0,14931.77,700
4095,Spice Jet,MUMBAI,Mumbai,2025-11-07,10:30,2h 56m,1 stop,Eco,26.0,7501.55,1030
4096,AIR INDIA,Delhi,cochin,23-Jun-2025,9:30,1h 1m,,Eco,35.0,14555.47,2100
4097,Spice Jet,Mumbai,Chennai,09/05/2025,9:30,4h 19m,1 stop,Eco,60.0,6739.97,1030
4098,IndiGo,Chennai,cochin,15/05/2025,4:00,2h 0m,1 Stop,Eco,7.0,4581.77,500
4099,indigo,Banglore,Delhi,06/11/2025,19:00,3h 38m,1 stop,Eco,13.0,13135.66,1740
4100,IndiGo,Hyderabad,Chennai,01/16/2025,15:15,3h 24m,1 Stop,Business,9.0,11518.04,515
4101,GoAir,Chennai,Mumbai,09/03/2025,2:00,1h 45m,1 Stop,economy,22.0,7331.84,1030
4102,Go Air,Mumbai,Delhi,2025-04-24,1:15,3h 38m,Non Stop,Eco,2.0,8506.63,1150
4103,GoAir,Chennai,Hyderabad,20-Sep-2025,8:45,4h 38m,Non Stop,economy,37.0,3659.51,515
4104,indigo,Chennai,Cochin,08/03/2025,11:45,2h 41m,,Economy,56.0,3798.82,500
4105,Go Air,Chennai,Kolkata,2025-05-19,5:15,2h 16m,1 stop,Biz,40.0,25188.78,1360
4106,AIR INDIA,Bangalore,Hyderabad,01-Apr-2025,19:45,1h 24m,Non Stop,Biz,28.0,11529.65,500
4107,AIR INDIA,Hyderabad,HYDERABAD,25-Jan-2025,11:15,1h 5m,1 Stop,Business,54.0,21892.53,1030
4108,AirAsia,delhi,Kolkata,2025-06-20,6:30,4h 9m,1 stop,BUSINESS,33.0,25144.0,1300
4109,Go Air,Bangalore,Delhi,05/06/2025,18:45,6h 19m,2+ stops,economy,11.0,12867.76,1740
4110,AirAsia,Hyderabad,Delhi,01-Oct-2025,20:30,4h 24m,1 stop,economy,39.0,7822.19,1260
4111,AIR INDIA,delhi,Chennai,29/09/2025,3:30,3h 13m,,Eco,28.0,14398.1,1760
4112,AirAsia,Delhi,Cochin,06/01/2025,21:00,2h 32m,,Biz,52.0,36729.81,2100
4113,SpiceJet,Chennai,Hyderabad,02-Aug-2025,15:15,2h 31m,1 Stop,economy,14.0,4059.18,515
4114,indigo,Kolkata,cochin,2025-02-15,1:45,3h 53m,1 stop,BUSINESS,7.0,41271.57,1900
4115,AIR INDIA,Bangalore,Chennai,07/26/2025,20:30,0h 53m,non-stop,Business,5.0,7294.0,290
4116,IndiGo,Banglore,cochin,18/01/2025,9:45,,non-stop,Eco,60.0,2467.6,360
4117,Spice Jet,MUMBAI,cochin,2025-10-15,8:45,3h 36m,non-stop,Economy,48.0,5629.79,860
4118,Spice Jet,Chenai,cochin,19-Mar-2025,0:45,2h 27m,,Economy,46.0,3766.99,500
4119,Vistara,Delhi,Cochin,2025-12-21,0:30,2h 30m,Non Stop,economy,20.0,17451.38,2100
4120,SpiceJet,Banglore,Chennai,10/12/2025,21:00,2h 50m,,BUSINESS,58.0,5561.31,290
4121,Go Air,Chenai,HYDERABAD,02/01/2025,13:45,2h 22m,2+ stops,Biz,35.0,12299.34,515
4122,Air India,delhi,Chennai,2025-02-08,15:30,1h 22m,2+ stops,Eco,14.0,15411.59,1760
4123,GoAir,Chennai,Kolkata,25-Feb-2025,12:30,2h 17m,Non Stop,Business,19.0,24415.84,1360
4124,Air India,Chenai,Cochin,02/01/2025,20:00,2h 17m,1 stop,Eco,46.0,4095.73,500
4125,GoAir,Bangalore,Kolkata,08/09/2025,13:30,3h 7m,2 stops,Eco,,10645.78,1560
4126,GoAir,Chenai,Cochin,11/08/2025,16:15,2h 57m,Non Stop,Economy,28.0,3690.52,500
4127,GoAir,Kolkata,HYDERABAD,14/04/2025,7:30,5h 15m,non-stop,Eco,37.0,7824.2,1190
4128,AIR INDIA,delhi,HYDERABAD,20/03/2025,11:45,3h 51m,,economy,54.0,9347.27,1260
4129,SpiceJet,Delhi,Mumbai,09/29/2025,13:00,1h 32m,Non Stop,Eco,59.0,6604.05,1150
4130,Go Air,MUMBAI,Bangalore,26/10/2025,14:45,5h 13m,Non Stop,BUSINESS,48.0,16220.34,840
4131,IndiGo,MUMBAI,Mumbai,10/08/2025,14:45,1h 42m,1 Stop,economy,44.0,6695.52,1030
4132,Air India,Delhi,Chennai,01/07/2025,3:45,2h 20m,non-stop,economy,39.0,11768.12,1760
4133,Air India,MUMBAI,Mumbai,19/06/2025,7:30,1h 37m,2+ stops,Biz,11.0,27069.9,1030
4134,AIR INDIA,Banglore,cochin,31/12/2025,9:00,1h 39m,non-stop,Biz,14.0,9192.68,360
4135,GoAir,Chenai,HYDERABAD,21/10/2025,17:00,4h 47m,,BUSINESS,26.0,10407.05,515
4136,SpiceJet,Chenai,Chennai,12/07/2025,6:00,8h 21m,,Eco,9.0,8439.51,1030
4137,,Chenai,HYDERABAD,16/10/2025,9:15,2h 5m,1 Stop,Economy,45.0,4082.36,515
4138,Go Air,Chenai,cochin,2025-09-19,11:30,4h 40m,1 stop,Biz,18.0,11057.54,500
4139,indigo,delhi,Kolkata,09/12/2025,9:00,2h 27m,,Business,6.0,28368.59,1300
4140,Spice Jet,Kolkata,Bangalore,15/12/2025,16:45,1h 45m,1 Stop,economy,46.0,9451.36,1560
4141,Go Air,MUMBAI,Delhi,04/15/2025,8:00,1h 34m,1 stop,Biz,21.0,19854.27,1150
4142,IndiGo,Bangalore,Cochin,11/08/2025,5:45,1h 24m,2 stops,Eco,30.0,2919.02,360
4143,AirAsia,Delhi,Mumbai,2025-06-14,17:00,1h 10m,1 stop,Biz,44.0,22250.26,1150
4144,IndiGo,Chenai,Chennai,22/09/2025,9:00,2h 47m,,economy,6.0,7486.8,1030
4145,IndiGo,Banglore,Bangalore,01/23/2025,20:15,2h 36m,2+ stops,Biz,4.0,26139.52,1030
4146,Go Air,Banglore,HYDERABAD,09-Dec-2025,7:45,2h 49m,Non Stop,BUSINESS,20.0,9336.93,500
4147,Spice Jet,Hyderabad,HYDERABAD,22-Feb-2025,21:30,4h 20m,2 stops,Business,56.0,20219.92,1030
4148,indigo,Chennai,cochin,28-Sep-2025,16:45,2h 59m,non-stop,economy,42.0,3861.3,500
4149,GoAir,Banglore,Delhi,2025-10-14,13:30,1h 57m,1 Stop,Biz,52.0,30366.75,1740
4150,Go Air,Chenai,Hyderabad,2025-08-25,2:15,2h 35m,2 stops,Business,7.0,11513.7,515
4151,Vistara,Chennai,HYDERABAD,21/02/2025,16:00,2h 59m,2 stops,Business,36.0,12357.98,515
4152,Go Air,Mumbai,Delhi,08/05/2025,23:00,2h 13m,2 stops,Economy,36.0,8308.39,1150
4153,SpiceJet,Bangalore,Hyderabad,02-Dec-2025,19:00,3h 50m,1 Stop,Economy,19.0,4019.03,500
4154,Go Air,Chenai,Chennai,09/01/2025,8:15,,2 stops,Biz,15.0,21931.92,1030
4155,SpiceJet,Delhi,HYDERABAD,2025-04-03,4:15,1h 49m,non-stop,Eco,33.0,8967.52,1260
4156,AirAsia,Hyderabad,Cochin,2025-02-10,11:15,2h 45m,non-stop,Economy,43.0,4672.36,700
4157,Spice Jet,Chenai,Cochin,30/04/2025,19:00,2h 6m,2+ stops,Biz,16.0,10973.53,500
4158,GoAir,Chennai,HYDERABAD,02/03/2025,11:30,3h 14m,1 stop,economy,53.0,3611.88,515
4159,AirAsia,Hyderabad,Bangalore,13/05/2025,11:00,2h 50m,2 stops,Eco,34.0,3684.2,500
4160,AIR INDIA,Banglore,cochin,03/22/2025,14:00,,2+ stops,Eco,28.0,3318.83,360
4161,Air India,Banglore,Kolkata,29-Apr-2025,23:45,1h 9m,,Economy,15.0,14240.0,1560
4162,SpiceJet,Delhi,Hyderabad,17-Nov-2025,23:15,1h 37m,Non Stop,Economy,42.0,8166.59,1260
4163,IndiGo,Mumbai,Bangalore,2025-07-30,5:30,4h 3m,1 Stop,Eco,15.0,5807.67,840
4164,Go Air,Hyderabad,Bangalore,2025-03-08,7:00,0h 49m,Non Stop,economy,10.0,3439.7,500
4165,indigo,MUMBAI,Bangalore,22/12/2025,23:00,1h 25m,,Economy,4.0,5792.9,840
4166,AirAsia,Delhi,Cochin,10/27/2025,16:15,1h 0m,non-stop,Economy,33.0,12372.28,2100
4167,GoAir,Chenai,cochin,2025-03-18,21:30,0h 55m,non-stop,Economy,37.0,2940.43,500
4168,Air India,delhi,Delhi,07/22/2025,20:00,2h 18m,1 stop,Economy,52.0,7224.01,1030
4169,SpiceJet,delhi,Cochin,03/20/2025,20:00,2h 11m,non-stop,,47.0,11729.17,2100
4170,AIR INDIA,Delhi,Mumbai,04/22/2025,19:15,1h 51m,,Biz,12.0,27792.32,1150
4171,AirAsia,Hyderabad,cochin,02/15/2025,9:00,3h 8m,,Eco,24.0,4932.37,700
4172,AirAsia,Chenai,Hyderabad,03/10/2025,8:15,2h 19m,,Business,14.0,10592.69,515
4173,indigo,Bangalore,HYDERABAD,2025-06-23,4:30,,1 stop,Biz,57.0,9854.69,500
4174,indigo,Hyderabad,Bangalore,10/07/2025,8:30,3h 7m,Non Stop,BUSINESS,57.0,8828.96,500
4175,Vistara,Chenai,Delhi,01/31/2025,4:15,2h 16m,Non Stop,Business,53.0,37835.12,1760
4176,AIR INDIA,Hyderabad,Delhi,03/04/2025,6:00,1h 19m,,BUSINESS,,31555.4,1260
4177,AIR INDIA,MUMBAI,HYDERABAD,2025-04-26,13:15,2h 34m,Non Stop,economy,5.0,5312.31,620
4178,Go Air,MUMBAI,HYDERABAD,17-Dec-2025,21:30,4h 45m,2+ stops,Business,20.0,13539.45,620
4179,SpiceJet,Bangalore,Cochin,26-Jul-2025,3:45,3h 0m,2+ stops,Biz,36.0,7345.27,360
4180,Vistara,Chenai,HYDERABAD,24-Apr-2025,6:00,2h 28m,non-stop,BUSINESS,35.0,11021.48,515
4181,SpiceJet,Hyderabad,cochin,09/08/2025,3:15,4h 4m,2+ stops,economy,36.0,5643.56,700
4182,Go Air,Chenai,Delhi,25/07/2025,10:15,1h 19m,1 Stop,Economy,44.0,11865.09,1760
4183,GoAir,Bangalore,Cochin,09-Jun-2025,13:30,4h 41m,Non Stop,BUSINESS,49.0,7028.59,360
4184,Vistara,Bangalore,HYDERABAD,08/28/2025,18:15,4h 24m,,BUSINESS,55.0,11906.36,500
4185,Spice Jet,MUMBAI,Delhi,06/13/2025,11:45,3h 14m,2 stops,economy,40.0,8483.7,1150
4186,AirAsia,Chennai,Cochin,04/03/2025,6:15,4h 20m,non-stop,Business,8.0,10331.84,500
4187,SpiceJet,delhi,HYDERABAD,07-Mar-2025,1:00,2h 47m,2+ stops,Eco,55.0,8450.25,1260
4188,GoAir,Chennai,Bangalore,05/25/2025,22:30,4h 17m,1 stop,Business,4.0,6653.04,290
4189,Vistara,Hyderabad,Bangalore,2025-07-05,14:30,3h 42m,2 stops,Biz,8.0,12630.31,500
4190,GoAir,Mumbai,cochin,2025-08-07,22:45,1h 16m,,,19.0,6025.35,860
4191,Air India,Bangalore,Mumbai,19/06/2025,13:15,1h 15m,1 stop,economy,5.0,7151.9,840
4192,Air India,Banglore,Kolkata,09-Apr-2025,2:15,2h 20m,2+ stops,Biz,56.0,38874.39,1560
4193,IndiGo,Chenai,Delhi,2025-01-30,19:00,2h 4m,2 stops,Economy,8.0,12683.77,1760
4194,Spice Jet,Delhi,Cochin,04/23/2025,13:45,1h 17m,non-stop,Biz,48.0,38677.8,2100
4195,GoAir,Banglore,cochin,25-Sep-2025,20:00,,2+ stops,economy,7.0,3314.0,360
4196,Go Air,delhi,Mumbai,29-Nov-2025,4:00,4h 3m,Non Stop,Business,23.0,23028.72,1150
4197,Air India,delhi,cochin,2025-10-27,3:15,2h 46m,Non Stop,Biz,5.0,50485.46,2100
4198,indigo,Bangalore,cochin,01/16/2025,11:15,3h 50m,2 stops,Economy,36.0,3253.22,360
4199,Vistara,Banglore,Hyderabad,30-Jun-2025,18:45,1h 18m,2 stops,Eco,30.0,4723.91,500
4200,IndiGo,Kolkata,Chennai,24/09/2025,14:45,1h 35m,,Economy,45.0,8718.35,1360
4201,Spice Jet,Mumbai,Cochin,10/16/2025,20:30,1h 45m,1 stop,BUSINESS,56.0,14654.09,860
4202,AirAsia,Banglore,Bangalore,2025-09-01,22:45,6h 1m,1 Stop,Business,46.0,18977.0,1030
4203,SpiceJet,Kolkata,HYDERABAD,2025-09-04,11:00,2h 37m,1 Stop,Biz,59.0,19005.84,1190
4204,Air India,Delhi,Cochin,11/02/2025,17:30,1h 26m,2+ stops,Eco,12.0,19406.06,2100
4205,AIR INDIA,delhi,cochin,2025-05-28,23:45,2h 0m,2 stops,BUSINESS,58.0,48530.59,2100
4206,Air India,Chenai,Chennai,2025-09-11,8:00,2h 21m,Non Stop,economy,36.0,7441.31,1030
4207,indigo,Kolkata,Cochin,2025-03-23,11:45,2h 51m,non-stop,Economy,4.0,13537.2,1900
4208,IndiGo,Kolkata,Chennai,2025-09-27,18:00,5h 5m,,economy,35.0,9854.78,1360
4209,indigo,Bangalore,Kolkata,16/04/2025,20:00,3h 50m,,BUSINESS,41.0,31733.42,1560
4210,AIR INDIA,Delhi,Bangalore,2025-04-20,21:15,2h 32m,1 Stop,economy,51.0,12698.37,1740
4211,indigo,Bangalore,Delhi,06/21/2025,7:00,2h 57m,2+ stops,Biz,21.0,41594.35,1740
4212,Spice Jet,Chennai,cochin,2025-07-22,18:45,2h 23m,2 stops,Eco,17.0,3953.86,500
4213,AirAsia,Banglore,Mumbai,05/15/2025,23:00,2h 51m,1 Stop,Biz,2.0,18199.48,840
4214,indigo,Bangalore,cochin,2025-04-16,1:15,6h 27m,1 stop,Business,42.0,8205.09,360
4215,AirAsia,Kolkata,Mumbai,21/07/2025,19:45,2h 55m,Non Stop,economy,,9874.69,1650
4216,Go Air,Mumbai,Hyderabad,07/18/2025,7:15,2h 21m,,Economy,10.0,5014.48,620
4217,Go Air,Kolkata,Cochin,17/12/2025,23:15,4h 5m,1 Stop,Business,43.0,32674.3,1900
4218,GoAir,Banglore,Delhi,05/06/2025,22:45,1h 32m,Non Stop,Eco,37.0,10730.96,1740
4219,AIR INDIA,Banglore,Bangalore,02/04/2025,19:15,0h 49m,1 Stop,Eco,59.0,7768.66,1030
4220,AirAsia,Bangalore,Hyderabad,23-Feb-2025,2:30,1h 33m,1 stop,Eco,27.0,3361.38,500
4221,Air India,delhi,Bangalore,06/10/2025,12:45,,1 stop,BUSINESS,26.0,40348.72,1740
4222,Spice Jet,Delhi,Mumbai,2025-12-10,10:45,3h 0m,,Economy,9.0,8716.72,1150
4223,indigo,Chennai,Mumbai,2025-09-02,17:45,,1 Stop,Economy,52.0,6771.09,1030
4224,IndiGo,Kolkata,Cochin,11-Oct-2025,20:30,3h 57m,2 stops,Business,41.0,39857.76,1900
4225,Air India,delhi,Delhi,08-Jan-2025,7:00,2h 17m,1 stop,economy,7.0,8482.33,1030
4226,SpiceJet,MUMBAI,cochin,07/12/2025,11:45,1h 53m,,Business,60.0,15287.37,860
4227,Spice Jet,Banglore,Cochin,19-Sep-2025,20:15,1h 1m,2 stops,BUSINESS,1.0,9403.8,360
4228,SpiceJet,Chennai,Hyderabad,2025-03-21,9:30,2h 52m,1 stop,Eco,,3697.75,515
4229,Spice Jet,delhi,Kolkata,02-Jul-2025,11:15,2h 19m,Non Stop,economy,8.0,9593.51,1300
4230,Vistara,Mumbai,Chennai,05/22/2025,21:30,1h 9m,Non Stop,Eco,2.0,8302.56,1030
4231,indigo,Banglore,Cochin,03/01/2025,17:15,1h 58m,,Biz,39.0,7150.03,360
4232,AirAsia,Chenai,Kolkata,2025-04-02,9:00,4h 15m,non-stop,Biz,52.0,23359.99,1360
4233,Spice Jet,Banglore,Cochin,12/28/2025,3:45,3h 13m,non-stop,economy,52.0,2768.01,360
4234,GoAir,Chenai,Hyderabad,05/19/2025,11:45,2h 14m,Non Stop,Business,11.0,10935.25,515
4235,GoAir,Delhi,HYDERABAD,12/09/2025,15:15,1h 15m,Non Stop,Eco,8.0,9311.64,1260
4236,IndiGo,delhi,Bangalore,15-Jun-2025,7:00,1h 11m,2 stops,Economy,54.0,14078.72,1740
4237,Vistara,Banglore,Cochin,19/12/2025,22:15,3h 28m,1 stop,Business,36.0,8846.76,360
4238,Vistara,Mumbai,Bangalore,05/13/2025,10:00,1h 8m,1 stop,BUSINESS,49.0,17913.69,840
4239,AirAsia,Hyderabad,cochin,2025-08-22,1:00,7h 15m,2 stops,Biz,21.0,15133.12,700
4240,AirAsia,Hyderabad,Bangalore,28/01/2025,10:15,8h 9m,non-stop,Economy,13.0,4022.41,500
4241,Vistara,MUMBAI,Bangalore,07/28/2025,16:30,4h 21m,,,4.0,7974.55,840
4242,AIR INDIA,Bangalore,Mumbai,23/01/2025,4:30,2h 55m,1 Stop,Eco,28.0,6243.28,840
4243,Air India,Hyderabad,Chennai,01-May-2025,5:00,1h 45m,non-stop,Biz,50.0,12269.52,515
4244,SpiceJet,Bangalore,Hyderabad,02/21/2025,14:15,,1 stop,BUSINESS,26.0,10801.01,500
4245,Spice Jet,Hyderabad,HYDERABAD,30-Jul-2025,21:00,3h 51m,Non Stop,BUSINESS,40.0,17340.74,1030
4246,Air India,MUMBAI,cochin,08/08/2025,22:45,1h 7m,2+ stops,economy,4.0,7431.55,860
4247,AIR INDIA,delhi,Chennai,11/01/2025,8:30,1h 41m,1 Stop,Biz,29.0,41438.49,1760
4248,Spice Jet,Mumbai,HYDERABAD,16/03/2025,15:00,0h 44m,1 Stop,Business,11.0,13968.1,620
4249,indigo,Hyderabad,Cochin,2025-10-01,13:00,,,Eco,26.0,4896.75,700
4250,indigo,Chennai,Delhi,2025-05-09,17:45,1h 41m,2+ stops,Economy,43.0,13578.96,1760
4251,Go Air,Delhi,Hyderabad,2025-12-06,7:30,3h 49m,2+ stops,economy,55.0,,1260
4252,AIR INDIA,Kolkata,Delhi,28/11/2025,17:00,3h 7m,2+ stops,Biz,26.0,31991.06,1300
4253,Vistara,Bangalore,cochin,02/01/2025,17:30,3h 2m,non-stop,Economy,56.0,3194.55,360
4254,Air India,Banglore,HYDERABAD,18/08/2025,3:45,2h 4m,1 stop,economy,44.0,3875.2,500
4255,Go Air,Bangalore,Cochin,09/20/2025,14:30,2h 21m,non-stop,Eco,8.0,2553.36,360
4256,AirAsia,Hyderabad,Bangalore,29-Mar-2025,16:45,2h 56m,1 Stop,Eco,59.0,3397.01,500
4257,AIR INDIA,delhi,cochin,05-Aug-2025,10:00,4h 59m,1 Stop,BUSINESS,25.0,46125.89,2100
4258,AirAsia,Hyderabad,Cochin,2025-04-17,0:00,1h 37m,non-stop,Eco,2.0,5040.18,700
4259,Go Air,Mumbai,Chennai,15-Oct-2025,6:00,1h 21m,1 Stop,BUSINESS,40.0,18458.66,1030
4260,AIR INDIA,Kolkata,Bangalore,2025-03-18,7:00,1h 6m,1 stop,,9.0,11970.53,1560
4261,Go Air,Hyderabad,Mumbai,24-Mar-2025,4:45,4h 15m,2 stops,economy,46.0,4029.32,620
4262,SpiceJet,Chenai,Chennai,12/27/2025,0:15,1h 0m,2+ stops,Business,38.0,21894.64,1030
4263,Spice Jet,Delhi,cochin,05-Nov-2025,23:00,0h 57m,non-stop,,33.0,13170.18,2100
4264,indigo,Banglore,Cochin,05-Dec-2025,1:30,4h 55m,non-stop,Eco,59.0,2676.95,360
4265,indigo,Chenai,HYDERABAD,09/23/2025,18:45,5h 12m,Non Stop,economy,,4157.39,515
4266,Air India,Mumbai,Kolkata,31-Aug-2025,9:45,2h 7m,Non Stop,economy,10.0,13546.11,1650
4267,IndiGo,MUMBAI,Chennai,23/06/2025,11:00,5h 17m,1 stop,Eco,9.0,8089.19,1030
4268,GoAir,Kolkata,cochin,2025-11-24,2:15,2h 37m,1 stop,economy,33.0,12686.39,1900
4269,Vistara,MUMBAI,cochin,2025-11-05,20:00,1h 43m,non-stop,Biz,50.0,18585.59,860
4270,Go Air,Bangalore,Chennai,01/10/2025,13:15,1h 34m,1 stop,Biz,31.0,5500.49,290
4271,Vistara,Kolkata,HYDERABAD,2025-04-20,15:30,3h 53m,2+ stops,BUSINESS,45.0,32665.43,1190
4272,Spice Jet,Chennai,Cochin,01-Sep-2025,16:15,2h 7m,1 stop,BUSINESS,10.0,10435.58,500
4273,GoAir,MUMBAI,Hyderabad,2025-07-03,19:00,3h 15m,non-stop,Biz,36.0,12152.36,620
4274,Spice Jet,Chennai,Mumbai,11/21/2025,3:45,3h 46m,2 stops,Business,5.0,24038.89,1030
4275,IndiGo,Bangalore,Delhi,02/24/2025,17:45,1h 31m,Non Stop,Economy,43.0,11287.1,1740
4276,IndiGo,Hyderabad,Chennai,05/15/2025,9:15,,non-stop,Business,2.0,11724.92,515
4277,indigo,Delhi,Kolkata,2025-12-22,15:30,2h 43m,2 stops,Economy,32.0,9877.74,1300
4278,AIR INDIA,delhi,Cochin,2025-12-17,6:00,3h 4m,1 Stop,economy,11.0,15426.15,2100
4279,AIR INDIA,delhi,Chennai,27-Feb-2025,22:15,2h 28m,2+ stops,Economy,47.0,13666.77,1760
4280,SpiceJet,Chennai,Hyderabad,03-Jan-2025,2:45,1h 18m,2+ stops,Business,35.0,10726.27,515
4281,AIR INDIA,Bangalore,Kolkata,20/03/2025,1:15,4h 34m,2 stops,Eco,46.0,11828.82,1560
4282,GoAir,Hyderabad,Kolkata,2025-10-15,2:15,7h 6m,non-stop,Business,47.0,19919.23,1190
4283,SpiceJet,Hyderabad,Chennai,11/27/2025,14:15,3h 55m,non-stop,Eco,22.0,4159.47,515
4284,Spice Jet,Chennai,Bangalore,10/29/2025,8:30,,non-stop,Biz,29.0,6366.33,290
4285,indigo,Bangalore,Delhi,2025-12-09,20:30,2h 37m,2+ stops,Economy,46.0,13610.47,1740
4286,Vistara,Delhi,Hyderabad,27-Feb-2025,1:45,2h 34m,non-stop,Economy,55.0,9792.32,1260
4287,AirAsia,MUMBAI,Chennai,18-Aug-2025,9:30,0h 51m,,Business,35.0,,1030
4288,Air India,Chennai,Cochin,29/10/2025,10:30,4h 38m,,Economy,35.0,,500
4289,GoAir,Hyderabad,HYDERABAD,2025-03-18,8:15,3h 42m,non-stop,Business,59.0,,1030
4290,Spice Jet,Chennai,Bangalore,14/12/2025,22:30,2h 6m,2 stops,BUSINESS,36.0,6498.79,290
4291,Vistara,Delhi,Mumbai,2025-02-23,0:45,1h 47m,Non Stop,Business,16.0,27041.75,1150
4292,indigo,Mumbai,Kolkata,2025-01-02,20:30,1h 31m,2+ stops,Business,20.0,37987.81,1650
4293,AirAsia,Delhi,cochin,12/21/2025,10:15,0h 51m,1 stop,Economy,53.0,,2100
4294,SpiceJet,MUMBAI,Hyderabad,20/08/2025,21:15,5h 13m,2+ stops,,50.0,13456.46,620
4295,Air India,Bangalore,Kolkata,04/06/2025,13:30,3h 53m,Non Stop,Business,18.0,33020.89,1560
4296,GoAir,Banglore,Kolkata,15/08/2025,4:30,1h 0m,2+ stops,BUSINESS,38.0,30653.88,1560
4297,Vistara,Kolkata,cochin,12/27/2025,15:15,1h 52m,non-stop,Business,44.0,42244.78,1900
4298,AIR INDIA,MUMBAI,HYDERABAD,2025-04-11,2:45,1h 25m,Non Stop,Business,57.0,13347.47,620
4299,SpiceJet,delhi,Cochin,2025-01-22,1:15,5h 24m,2+ stops,BUSINESS,25.0,47312.84,2100
4300,IndiGo,Mumbai,Hyderabad,10-May-2025,8:45,3h 7m,Non Stop,economy,10.0,5381.95,620
4301,Vistara,Bangalore,Chennai,01-Apr-2025,1:00,3h 48m,1 stop,Biz,38.0,7827.5,290
4302,AIR INDIA,Bangalore,Hyderabad,2025-07-28,3:30,0h 45m,,economy,33.0,4106.93,500
4303,indigo,Kolkata,HYDERABAD,2025-02-16,0:00,3h 28m,2+ stops,Business,44.0,,1190
4304,AirAsia,Banglore,Bangalore,15-May-2025,11:30,0h 52m,1 stop,Economy,6.0,6546.9,1030
4305,Air India,delhi,Hyderabad,08/07/2025,11:00,2h 43m,Non Stop,BUSINESS,17.0,27517.37,1260
4306,IndiGo,Mumbai,Delhi,2025-09-28,13:00,6h 58m,Non Stop,Biz,15.0,25497.48,1150
4307,Air India,Delhi,Kolkata,23/01/2025,10:45,2h 13m,non-stop,Eco,7.0,11358.32,1300
4308,IndiGo,Bangalore,HYDERABAD,09-Aug-2025,23:15,1h 44m,1 Stop,Eco,14.0,4097.25,500
4309,Vistara,Hyderabad,Cochin,11/11/2025,18:15,4h 58m,2+ stops,economy,44.0,6758.7,700
4310,,MUMBAI,Cochin,2025-12-27,11:45,1h 27m,non-stop,economy,8.0,6275.22,860
4311,AirAsia,Kolkata,HYDERABAD,08-Sep-2025,1:00,,2 stops,economy,28.0,8541.03,1190
4312,Air India,Chenai,Delhi,2025-12-12,12:00,2h 10m,1 Stop,Eco,16.0,14649.32,1760
4313,Air India,Mumbai,Cochin,10/30/2025,22:45,1h 33m,non-stop,Business,44.0,15803.77,860
4314,,Banglore,Hyderabad,2025-12-11,1:30,2h 14m,non-stop,Business,4.0,10713.97,500
4315,Go Air,Banglore,Kolkata,15-May-2025,3:30,8h 15m,,Business,60.0,29918.46,1560
4316,AirAsia,Banglore,Delhi,04/30/2025,16:15,6h 59m,,Economy,11.0,12364.51,1740
4317,Spice Jet,Kolkata,Mumbai,16-Feb-2025,5:00,1h 21m,non-stop,BUSINESS,54.0,27027.47,1650
4318,GoAir,Mumbai,Chennai,12/10/2025,15:45,1h 36m,non-stop,Eco,6.0,6061.33,1030
4319,indigo,Bangalore,Delhi,06/28/2025,20:45,2h 39m,2+ stops,Eco,51.0,12403.02,1740
4320,indigo,MUMBAI,Cochin,07-Jan-2025,19:30,1h 53m,Non Stop,Eco,59.0,5594.35,860
